Report Date,active_subscriptions_total,active_subscriptions_yearly,active_subscriptions_quarterly,active_subscriptions_monthly,active_subscriptions_unlimited,MRR_total,MRR_yearly,MRR_quarterly,MRR_monthly,MRR_unlimited,monthly_revenue_total,monthly_revenue_yearly,monthly_revenue_quarterly,monthly_revenue_monthly,monthly_revenue_unlimited,monthly_orders_total,monthly_net_revenue_total,all_subs_sold_today,monthly_subs_sold_today,unlimited_subs_sold_today,quarterly_subs_sold_today,yearly_sold_today,all_subs_sold_this_month,monthly_subs_sold_this_month,unlimited_subs_sold_this_month,quarterly_subs_sold_this_month,yearly_sold_this_month,total_revenue_today,revenue_new_subscriptions_today,net_revenue_new_subscriptions_today,all_cancellations_after_1_order_this_month,all_cancellations_after_gt1_order_this_month,monthly_cancellations_after_gt1_order_this_month,unlimited_cancellations_after_gt1_order_this_month,quarterly_cancellations_after_gt1_order_this_month,yearly_cancellations_after_gt1_order_this_month,target_subs_this_month,target_yearly_this_month,subs_remaining_this_month,yearly_remaining_this_month,subs_percent_of_target,yearly_percent_of_target,Blue_light_blockers_sold
2023-01-07,451,86,119,246,0,32165.65,1433.33,6756.33,23975.99,0.00,4107.30,292.50,804.50,3010.30,0.00,46,304.08,1,1,0,0,0,21,17,0,4,3,285.00,95.00,12.15,10,4,4,0,0,0,200,200,179,197,10.5%,1.5%,
2023-01-08,458,87,119,252,0,32786.90,1449.58,6756.33,24580.99,0.00,4953.97,487.50,804.50,3661.97,0.00,56,325.35,6,6,0,0,1,27,23,0,4,4,846.67,561.67,-15.18,10,4,4,0,0,0,200,200,173,196,13.5%,2.0%,
2023-01-09,467,89,123,255,0,33324.40,1482.08,6976.33,24865.99,0.00,6040.47,741.00,1200.50,4098.97,0.00,66,579.26,7,3,0,4,2,34,26,0,8,6,1086.50,991.50,241.75,10,4,4,0,0,0,200,200,166,194,17.0%,3.0%,
2023-01-10,469,89,124,256,0,33474.40,1482.08,7031.33,24960.99,0.00,6982.47,897.00,1332.50,4752.97,0.00,75,773.00,4,3,0,1,1,38,29,0,9,7,942.00,554.00,137.38,10,7,6,0,0,1,200,200,162,193,19.0%,3.5%,
2023-01-11,472,90,127,255,0,33560.65,1498.33,7196.33,24865.99,0.00,7718.97,994.50,1629.50,5094.97,0.00,84,767.40,7,4,0,3,1,45,33,0,12,8,736.50,641.50,-17.75,11,11,10,0,0,1,200,200,155,192,22.5%,4.0%,
2023-01-12,479,91,128,260,0,34106.90,1514.58,7251.33,25340.99,0.00,8785.97,1189.50,1893.50,5702.97,0.00,95,922.39,7,5,0,2,1,52,38,0,14,9,1067.00,782.00,118.54,12,11,10,0,0,1,200,200,148,191,26.0%,4.5%,
2023-01-13,480,93,128,259,0,34044.40,1547.08,7251.33,25245.99,0.00,9720.39,1443.00,2058.50,6218.89,0.00,104,1108.78,2,2,0,0,2,54,40,0,14,11,934.42,386.50,54.9,14,12,11,0,0,1,200,200,146,189,27.0%,5.5%,
2023-01-14,481,94,128,259,0,34060.65,1563.33,7251.33,25245.99,0.00,10695.79,1599.00,2058.50,7038.29,0.00,114,1254.92,1,1,0,0,1,55,41,0,14,12,975.40,251.00,83.47,14,13,12,0,0,1,200,200,145,188,27.5%,6.0%,
2023-01-15,483,95,128,260,0,34171.90,1579.58,7251.33,25340.99,0.00,11782.79,1755.00,2058.50,7969.29,0.00,125,1429.31,1,1,0,0,1,56,42,0,14,13,1087.00,232.00,65.04,14,13,12,0,0,1,200,200,144,187,28.0%,6.5%,
2023-01-16,489,94,130,265,0,34740.65,1563.33,7361.33,25815.99,0.00,13337.29,1755.00,2520.50,9061.79,0.00,140,1657.17,10,8,0,2,0,66,50,0,16,13,1554.50,914.50,87.06,16,15,14,0,0,1,200,200,134,187,33.0%,6.5%,
2023-01-17,493,95,131,267,0,35001.90,1579.58,7416.33,26005.99,0.00,14564.79,1911.00,2784.50,9869.29,0.00,152,1887.85,4,2,0,2,1,70,52,0,18,14,1227.50,562.50,145.62,17,15,14,0,0,1,200,200,130,186,35.0%,7.0%,
2023-01-18,498,96,135,267,0,35238.15,1595.83,7636.33,26005.99,0.00,15686.79,2067.00,3180.50,10439.29,0.00,163,2096.19,5,1,0,4,1,75,53,0,22,15,1122.00,647.00,147.59,17,16,15,0,0,1,200,200,125,185,37.5%,7.5%,
2023-01-19,504,98,135,271,0,35650.65,1628.33,7636.33,26385.99,0.00,17054.29,2418.00,3180.50,11455.79,0.00,177,2302.66,6,6,0,0,2,81,59,0,22,17,1367.50,797.50,133.57,17,18,17,0,0,1,200,200,119,183,40.5%,8.5%,
2023-01-20,513,100,137,276,0,36268.15,1660.83,7746.33,26860.99,0.00,18696.19,2710.50,3444.50,12541.19,0.00,196,2375.30,8,6,0,2,3,89,65,0,24,20,1641.90,1003.00,92.91,19,18,17,0,0,1,200,200,111,180,44.5%,10.0%,
2023-01-21,518,102,138,278,0,36545.65,1693.33,7801.33,27050.99,0.00,20690.25,3022.50,3527.00,14140.75,0.00,216,2709.54,3,2,0,1,2,92,67,0,25,22,1994.06,565.50,148.53,19,18,17,0,0,1,200,200,108,178,46.0%,11.0%,
2023-01-22,527,104,140,283,0,37198.15,1725.83,7911.33,27560.99,0.00,22691.81,3529.50,3824.00,15338.31,0.00,234,3211.06,7,5,0,2,3,99,72,0,27,25,2001.56,1257.00,419.29,20,18,17,0,0,1,200,200,101,175,49.5%,12.5%,
2023-01-23,544,110,146,288,0,38155.65,1823.33,8261.33,28070.99,0.00,25948.71,4660.50,4691.87,16596.34,0.00,260,4210.25,13,7,0,6,6,112,79,0,33,31,3256.90,2584.44,906.91,21,19,18,0,0,1,200,200,88,169,56.0%,15.5%,
2023-01-24,555,112,150,293,0,38917.15,1855.83,8481.33,28579.99,0.00,28106.21,4914.00,5467.37,17724.84,0.00,281,4623.02,11,6,0,5,2,123,85,0,38,33,2157.50,1327.50,247.67,21,21,19,0,1,1,200,200,77,167,61.5%,16.5%,
2023-01-25,562,112,155,295,0,39382.15,1855.83,8756.33,28769.99,0.00,30293.21,4914.00,6193.37,19185.84,0.00,301,5144.41,9,4,0,5,0,132,89,0,43,33,2187.00,1068.00,315.96,23,21,19,0,1,1,200,200,68,167,66.0%,16.5%,
2023-01-26,565,113,156,296,0,39548.40,1872.08,8811.33,28864.99,0.00,31607.21,5070.00,6325.37,20211.84,0.00,313,5298.99,3,2,0,1,1,135,91,0,44,34,1314.00,459.00,45.23,23,22,20,0,1,1,200,200,65,166,67.5%,17.0%,
2023-01-27,564,113,155,296,0,39472.40,1872.08,8735.33,28864.99,0.00,32923.20,5070.00,6325.37,21527.83,0.00,325,5615.50,1,1,0,0,0,136,92,0,44,34,1315.99,95.00,12.15,24,23,21,0,1,1,200,200,64,166,68.0%,17.0%,
2023-01-28,565,114,155,296,0,39453.65,1888.33,8735.33,28829.99,0.00,34295.70,5226.00,6622.37,22447.33,0.00,338,5906.83,3,3,0,0,1,139,95,0,44,35,1372.50,411.50,79.15,25,25,23,0,1,1,200,200,61,165,69.5%,17.5%,
2023-01-29,570,116,157,297,0,39691.15,1920.83,8845.33,28924.99,0.00,35782.70,5479.50,6869.87,23433.33,0.00,352,6229.22,4,2,0,2,2,143,97,0,46,37,1487.00,691.00,190.27,25,26,24,0,1,1,200,200,57,163,71.5%,18.5%,
2023-01-30,589,118,162,309,0,41172.65,1953.33,9120.33,30098.99,0.00,38615.80,5830.50,7727.87,25057.43,0.00,381,6657.33,19,14,0,5,2,162,111,0,51,39,2833.10,2030.70,289.78,26,27,25,0,1,1,200,200,38,161,81.0%,19.5%,
2023-01-31,602,119,164,319,0,42248.90,1969.58,9230.33,31048.99,0.00,40166.30,6181.50,8024.87,25959.93,0.00,397,6881.31,14,12,0,2,2,176,123,0,53,41,1550.50,1550.50,223.98,27,29,27,0,1,1,200,200,24,159,88.0%,20.5%,
2023-02-01,619,123,166,330,0,43488.24,2034.58,9359.67,32093.99,0.00,2649.00,741.00,305.50,1602.50,0.00,25,569.53,13,11,0,2,4,13,11,0,2,4,2649.00,1854.00,438.38,0,0,0,0,0,0,200,200,187,196,6.5%,2.0%,
2023-02-02,636,129,171,336,0,44430.74,2132.08,9634.67,32663.99,0.00,5467.50,1755.00,998.50,2714.00,0.00,49,1383.47,12,7,0,5,6,25,18,0,7,10,2818.50,2296.00,787.12,1,0,0,0,0,0,200,200,175,190,12.5%,5.0%,
2023-02-03,642,133,174,335,0,44565.74,2197.08,9799.67,32568.99,0.00,7320.50,2457.00,1427.50,3436.00,0.00,64,1980.88,5,2,0,3,4,30,20,0,10,14,1853.00,1283.00,524.51,2,2,2,0,0,0,200,200,170,186,15.0%,7.0%,
2023-02-04,657,135,177,345,0,45783.24,2229.58,9964.67,33588.99,0.00,9248.50,2808.00,1922.50,4518.00,0.00,81,2491.05,13,10,0,3,2,43,30,0,13,16,1928.00,1738.00,485.86,2,2,2,0,0,0,200,200,157,184,21.5%,8.0%,
2023-02-05,663,138,177,348,0,46116.99,2278.33,9964.67,33873.99,0.00,10490.50,3315.00,2087.50,5088.00,0.00,91,2895.78,4,4,0,0,3,47,34,0,13,19,1242.00,887.00,300.39,2,3,3,0,0,0,200,200,153,181,23.5%,9.5%,
2023-02-06,672,141,178,353,0,46658.74,2327.08,10019.67,34311.99,0.00,11705.00,3666.00,2219.50,5819.50,0.00,103,3113.85,8,7,0,1,3,55,41,0,14,22,1214.50,1119.50,205.91,3,4,4,0,0,0,200,200,145,178,27.5%,11.0%,
2023-02-07,690,146,182,362,0,47820.90,2414.25,10239.67,35166.99,0.00,15326.80,4697.80,2912.50,7716.50,0.00,134,4067.00,19,15,0,4,6,74,56,0,18,28,3621.80,3051.80,880.25,7,7,7,0,0,0,200,200,126,172,37.0%,14.0%,
2023-02-08,706,151,184,371,0,48872.99,2501.33,10349.67,36021.99,0.00,18260.80,5664.80,3473.50,9122.50,0.00,159,4912.98,16,12,0,4,5,90,68,0,22,33,2934.00,2554.00,797.38,10,9,9,0,0,0,200,200,110,167,45.0%,16.5%,
2023-02-09,721,157,184,380,0,49825.49,2598.83,10349.67,36876.99,0.00,20445.80,6483.80,3638.50,10323.50,0.00,179,5432.43,11,10,0,1,6,101,78,0,23,39,2185.00,1896.00,479.12,12,9,9,0,0,0,200,200,99,161,50.5%,19.5%,
2023-02-10,730,158,186,386,0,50521.74,2615.08,10459.67,37446.99,0.00,21872.80,6639.80,3902.50,11330.50,0.00,193,5696.62,8,6,0,2,1,109,84,0,25,40,1427.00,952.00,203.44,12,9,9,0,0,0,200,200,91,160,54.5%,20.0%,
2023-02-11,735,159,187,389,0,50877.99,2631.33,10514.67,37731.99,0.00,23219.80,6834.80,4199.50,12185.50,0.00,207,5803.21,9,6,0,3,1,118,90,0,28,41,1347.00,840.00,14.8,16,9,9,0,0,0,200,200,82,159,59.0%,20.5%,
2023-02-12,741,163,189,389,0,51052.99,2696.33,10624.67,37731.99,0.00,24805.80,7536.80,4496.50,12772.50,0.00,219,6381.63,4,2,0,2,4,122,92,0,30,45,1586.00,1170.00,494.9,17,10,10,0,0,0,200,200,78,155,61.0%,22.5%,
2023-02-13,747,165,192,390,0,51345.49,2728.83,10789.67,37826.99,0.00,26486.20,7887.80,4892.50,13705.90,0.00,236,6651.61,8,5,0,3,2,130,97,0,33,47,1680.40,1146.00,311.62,18,13,13,0,0,0,200,200,70,153,65.0%,23.5%,
2023-02-14,751,167,193,391,0,51527.99,2761.33,10844.67,37921.99,0.00,28099.20,8082.80,5189.50,14826.90,0.00,253,6856.22,4,2,0,2,3,134,99,0,35,50,1613.00,593.00,15.21,21,13,13,0,0,0,200,200,66,150,67.0%,25.0%,
2023-02-15,752,167,194,391,0,51582.99,2761.33,10899.67,37921.99,0.00,29119.20,8082.80,5354.50,15681.90,0.00,263,7045.62,4,3,0,1,0,138,102,0,36,50,1020.00,450.00,116.5,23,14,14,0,0,0,200,200,62,150,69.0%,25.0%,
2023-02-16,756,168,195,393,0,51844.24,2777.58,10954.67,38111.99,0.00,30282.20,8277.80,5486.50,16517.90,0.00,274,7293.73,3,2,0,1,1,141,104,0,37,51,1163.00,498.00,163.06,23,14,14,0,0,0,200,200,59,149,70.5%,25.5%,
2023-02-17,757,169,196,392,0,51820.49,2793.83,11009.67,38016.99,0.00,31079.20,8277.80,5618.50,17182.90,0.00,283,7346.82,3,2,0,1,1,144,106,0,38,52,797.00,322.00,-7.66,26,14,14,0,0,0,200,200,56,148,72.0%,26.0%,
2023-02-18,761,169,200,392,0,52040.49,2793.83,11229.67,38016.99,0.00,32757.20,8277.80,6080.50,18398.90,0.00,299,7694.48,5,1,0,4,0,149,107,0,42,52,1678.00,633.00,214.01,26,15,15,0,0,0,200,200,51,148,74.5%,26.0%,
2023-02-19,770,172,202,396,0,52542.24,2842.58,11339.67,38359.99,0.00,34490.60,8823.80,6410.50,19256.30,0.00,314,8175.88,7,5,0,2,3,156,112,0,44,55,1733.40,1313.00,473.61,26,16,16,0,0,0,200,200,44,145,78.0%,27.5%,
2023-02-20,770,173,202,395,0,52384.65,2853.00,11339.67,38191.99,0.00,36699.10,9213.80,6823.00,20662.30,0.00,334,8718.13,5,4,0,1,2,161,116,0,45,57,2208.50,916.00,328.52,31,18,18,0,0,0,200,200,39,143,80.5%,28.5%,
2023-02-21,772,174,203,395,0,52455.90,2869.25,11394.67,38191.99,0.00,38702.10,9408.80,7153.00,22140.30,0.00,352,9221.04,8,6,0,2,1,169,122,0,47,58,2003.00,1076.00,323.72,36,20,19,0,1,0,200,200,31,142,84.5%,29.0%,
2023-02-22,780,176,209,395,0,52818.40,2901.75,11724.67,38191.99,0.00,42359.10,9798.80,8605.00,23955.30,0.00,384,10208.33,9,3,0,6,2,178,125,0,53,60,3657.00,1594.00,666.18,36,23,22,0,1,0,200,200,22,140,89.0%,30.0%,
2023-02-23,786,177,210,399,0,53269.65,2918.00,11779.67,38571.99,0.00,44905.85,9993.80,9479.50,25432.55,0.00,410,10518.67,6,5,0,1,1,184,130,0,54,61,2546.75,759.25,176.47,36,24,23,0,1,0,200,200,16,139,92.0%,30.5%,
2023-02-24,793,178,215,400,0,53655.90,2934.25,12054.67,38666.99,0.00,47233.85,10149.80,10436.50,26647.55,0.00,431,11096.83,9,4,0,5,1,193,134,0,59,62,2328.00,1188.50,352.85,37,26,25,0,1,0,200,200,7,138,96.5%,31.0%,
2023-02-25,791,178,215,398,0,53430.90,2934.25,12054.67,38441.99,0.00,48524.85,10149.80,10796.50,27578.55,0.00,445,11229.10,3,3,0,0,0,196,137,0,59,62,1291.00,266.00,18.02,39,29,28,0,1,0,200,200,4,138,98.0%,31.0%,
2023-02-26,796,182,214,400,0,53630.90,2999.25,11999.67,38631.99,0.00,51441.84,10851.80,11918.50,28671.54,0.00,469,12138.58,5,4,0,1,4,201,141,0,60,66,2916.99,1157.00,402.29,40,32,29,0,3,0,200,200,-1,134,100.5%,33.0%,
2023-02-27,797,183,215,399,0,53607.15,3015.50,12054.67,38536.99,0.00,53990.84,11007.80,13040.50,29942.54,0.00,492,12771.11,7,5,0,2,1,208,146,0,62,67,2549.00,833.00,168.01,44,35,32,0,3,0,200,200,-8,133,104.0%,33.5%,
2023-02-28,807,187,215,405,0,54248.32,3086.66,12054.67,39106.99,0.00,57456.04,11613.00,13750.00,32093.04,0.00,524,13572.36,9,8,0,1,4,217,154,0,63,71,3465.20,1440.20,356.99,46,36,32,0,4,0,200,200,-17,129,108.5%,35.5%,
2023-03-01,816,188,219,409,0,54864.57,3102.91,12274.67,39486.99,0.00,2332.60,546.00,561.00,1225.60,0.00,20,582.62,10,6,0,4,2,10,6,0,4,2,2332.60,1620.00,531.4,1,2,2,0,0,0,200,200,190,198,5.0%,1.0%,
2023-03-02,834,194,222,418,0,55982.07,3200.41,12439.67,40341.99,0.00,5289.10,1443.00,1138.50,2707.60,0.00,48,1210.43,15,12,0,3,6,25,18,0,7,8,2956.50,2304.00,554.88,1,5,5,0,0,0,200,200,175,192,12.5%,4.0%,
2023-03-03,844,196,224,424,0,56694.57,3232.91,12549.67,40911.99,0.00,8252.10,1833.00,1567.50,4851.60,0.00,76,1844.54,11,8,0,3,2,36,26,0,10,10,2963.00,1503.00,417.91,3,6,5,0,1,0,200,200,164,190,18.0%,5.0%,
2023-03-04,865,197,232,436,0,58290.82,3249.16,12989.67,42051.99,0.00,12692.10,2028.00,3646.50,7017.60,0.00,113,3111.34,21,13,0,8,1,57,39,0,18,11,4440.00,2614.00,695.58,4,6,5,0,1,0,200,200,143,189,28.5%,5.5%,
2023-03-05,883,200,235,448,0,59607.57,3297.91,13154.67,43154.99,0.00,15324.60,2574.00,4108.50,8642.10,0.00,138,3664.86,17,14,0,3,3,74,53,0,21,14,2632.50,2157.50,492.78,5,7,6,0,1,0,200,200,126,186,37.0%,7.0%,
2023-03-06,900,204,238,458,0,60787.57,3362.91,13319.67,44104.99,0.00,18440.60,3315.00,4735.50,10390.10,0.00,165,4447.38,14,10,0,4,4,88,63,0,25,18,3116.00,2261.00,673.17,6,7,6,0,1,0,200,200,112,182,44.0%,9.0%,
2023-03-07,909,206,241,462,0,61365.07,3395.41,13484.67,44484.99,0.00,20231.60,3627.00,5131.50,11473.10,0.00,182,4824.65,10,7,0,3,2,98,70,0,28,20,1791.00,1316.00,316.52,8,8,7,0,1,0,200,200,102,180,49.0%,10.0%,
2023-03-08,919,207,243,469,0,62156.32,3411.66,13594.67,45149.99,0.00,22605.60,4095.00,5593.50,12917.10,0.00,201,5287.43,11,9,0,2,2,109,79,0,30,22,2374.00,1525.00,359.25,10,9,8,0,1,0,200,200,91,178,54.5%,11.0%,
2023-03-09,929,211,246,472,0,62636.32,3476.66,13759.67,45399.99,0.00,25232.60,4719.00,6022.50,14491.10,0.00,225,5915.62,11,8,0,3,4,120,87,0,33,26,2627.00,1737.00,484.89,12,12,11,0,1,0,200,200,80,174,60.0%,13.0%,
2023-03-10,934,214,246,474,0,62875.07,3525.41,13759.67,45589.99,0.00,27222.60,5265.00,6022.50,15935.10,0.00,244,6325.92,4,4,0,0,3,124,91,0,33,29,1990.00,850.00,264.5,13,13,12,0,1,0,200,200,76,171,62.0%,14.5%,
2023-03-11,940,218,247,475,0,63090.07,3590.41,13814.67,45684.99,0.00,28932.60,5889.00,6154.50,16889.10,0.00,259,6784.62,2,1,0,1,4,126,92,0,34,33,1710.00,851.00,345.47,13,13,12,0,1,0,200,200,74,167,63.0%,16.5%,
2023-03-12,947,219,250,478,0,63556.32,3606.66,13979.67,45969.99,0.00,30257.60,6045.00,6715.50,17497.10,0.00,271,7109.87,7,4,0,3,1,133,96,0,37,34,1325.00,875.00,208.75,14,13,12,0,1,0,200,200,67,166,66.5%,17.0%,
2023-03-13,943,220,249,474,0,63137.57,3622.91,13924.67,45589.99,0.00,31580.60,6240.00,7045.50,18295.10,0.00,283,7433.18,1,1,0,0,1,134,97,0,37,35,1323.00,271.00,102.87,18,15,14,0,1,0,200,200,66,165,67.0%,17.5%,
2023-03-14,943,220,250,473,0,63097.57,3622.91,13979.67,45494.99,0.00,32662.60,6240.00,7540.50,18882.10,0.00,292,7762.72,4,2,0,2,0,138,99,0,39,35,1082.00,336.00,85.92,22,15,14,0,1,0,200,200,62,165,69.0%,17.5%,
2023-03-15,959,221,255,483,0,64338.82,3639.16,14254.67,46444.99,0.00,36545.00,6552.00,8695.50,21297.50,0.00,327,8728.65,17,11,0,6,2,155,110,0,45,37,3882.40,2328.00,738.16,24,16,15,0,1,0,200,200,45,163,77.5%,18.5%,
2023-03-16,963,222,257,481,3,64419.32,3655.41,14364.67,46254.99,144.25,39042.00,6747.00,9190.50,22228.50,876.00,344,9409.74,7,2,3,2,1,162,112,3,47,38,2497.00,1572.00,503.84,27,17,16,0,1,0,200,200,38,162,81.0%,19.0%,
2023-03-17,964,221,258,481,4,64506.15,3639.16,14419.67,46254.99,192.33,40489.00,6747.00,9718.50,22855.50,1168.00,355,9806.33,3,1,1,1,0,165,113,4,48,38,1447.00,533.00,150.01,29,17,16,0,1,0,200,200,35,162,82.5%,19.0%,
2023-03-18,965,223,259,479,4,64381.65,3671.66,14452.67,46064.99,192.33,41820.00,7137.00,10279.50,23235.50,1168.00,364,10377.40,2,0,0,2,2,167,113,4,50,40,1331.00,720.00,378.4,29,20,18,0,2,0,200,200,33,160,83.5%,20.0%,
2023-03-19,970,224,263,477,6,64524.07,3687.91,14672.67,45874.99,288.50,44151.00,7293.00,11300.50,23805.50,1752.00,379,11184.47,6,0,2,4,1,173,113,6,54,41,2331.00,1367.00,511.99,30,21,19,0,2,0,200,200,27,159,86.5%,20.5%,
2023-03-20,971,223,258,469,21,64165.07,3671.66,14376.67,45106.99,1009.75,49691.00,7293.00,11795.50,24565.50,6037.00,405,12573.27,16,0,15,1,0,189,113,21,55,41,5540.00,4450.00,1131.5,37,29,24,0,5,0,200,200,11,159,94.5%,20.5%,
2023-03-21,966,223,258,463,22,63643.15,3671.66,14376.67,44536.99,1057.83,51043.40,7293.00,11960.50,25460.90,6329.00,417,12798.10,1,0,1,0,0,190,113,22,55,41,1352.40,292.00,76.24,39,33,28,0,5,0,200,200,10,159,95.0%,20.5%,
2023-03-22,966,225,259,458,24,63351.82,3704.16,14431.67,44061.99,1154.00,53328.40,7644.00,12455.50,26315.90,6913.00,433,13480.55,3,0,2,1,2,193,113,24,56,43,2285.00,1100.00,413.0,42,35,30,0,5,0,200,200,7,157,96.5%,21.5%,
2023-03-23,965,225,259,456,25,63172.90,3704.16,14431.67,43834.99,1202.08,54756.40,7644.00,12785.50,27121.90,7205.00,444,13858.71,1,0,1,0,0,194,113,25,56,43,1428.00,292.00,76.24,42,37,32,0,5,0,200,200,6,157,97.0%,21.5%,
2023-03-24,968,226,259,456,27,63285.32,3720.41,14431.67,43834.99,1298.25,56738.00,7800.00,13115.50,28091.90,7730.60,457,14406.86,2,0,2,0,1,196,113,27,56,44,1981.60,681.60,167.15,42,37,32,0,5,0,200,200,4,156,98.0%,22.0%,
2023-03-25,967,226,259,454,28,63143.40,3720.41,14431.67,43644.99,1346.33,58595.00,7800.00,13445.50,29326.90,8022.60,472,14801.15,1,0,1,0,0,197,113,28,56,44,1857.00,292.00,76.24,43,38,33,0,5,0,200,200,3,156,98.5%,22.0%,
2023-03-26,976,228,262,452,34,63439.40,3752.91,14596.67,43454.99,1634.83,62083.60,8151.00,14168.50,30503.90,9260.20,496,15503.09,9,0,6,3,2,206,113,34,59,46,3488.60,2083.60,379.09,43,40,35,0,5,0,200,200,-6,154,103.0%,23.0%,
2023-03-27,980,229,264,450,37,63519.90,3769.16,14706.67,43264.99,1779.08,64352.35,8502.00,14754.25,31244.90,9851.20,513,15962.78,8,2,3,3,2,214,115,37,62,48,2268.75,1362.75,300.87,46,41,36,0,5,0,200,200,-14,152,107.0%,24.0%,
2023-03-28,990,230,268,448,44,63902.74,3785.41,14926.67,43074.99,2115.67,68002.64,8697.00,15827.65,32109.89,11368.10,537,16981.56,13,1,8,4,1,227,116,45,66,49,3650.29,2272.90,562.71,48,42,37,0,5,0,200,200,-27,151,113.5%,24.5%,
2023-03-29,998,232,269,447,50,64183.74,3817.91,14981.67,42979.99,2404.17,71293.44,9087.00,16141.15,33249.89,12815.40,562,17571.64,7,0,6,1,2,234,116,51,67,51,3290.80,1700.80,327.78,48,43,38,0,5,0,200,200,-34,149,117.0%,25.5%,
2023-03-30,1006,233,272,446,55,64544.70,3834.16,15146.67,42919.29,2644.58,74550.78,9282.00,16603.15,34924.33,13741.30,588,17701.26,9,1,5,3,1,243,117,56,70,52,3257.34,1686.34,-114.25,49,44,39,0,5,0,200,200,-43,148,121.5%,26.0%,
2023-03-31,1006,234,273,443,56,64379.04,3850.41,15201.67,42634.29,2692.67,75924.68,9379.50,16768.15,35838.73,13938.30,601,17946.94,2,0,1,1,1,245,117,57,71,53,1373.90,459.50,158.71,51,45,40,0,5,0,200,200,-45,147,122.5%,26.5%,
2023-04-01,1010,234,273,443,60,64571.37,3850.41,15201.67,42634.29,2885.00,2107.20,0.00,165.00,1233.00,709.20,18,415.98,4,0,4,0,0,4,0,4,0,0,2107.20,709.20,179.92,0,0,0,0,0,0,200,200,196,200,2.0%,0.0%,
2023-04-02,1009,233,273,441,62,64461.29,3834.16,15201.67,42444.29,2981.17,3826.80,0.00,165.00,2598.00,1063.80,34,710.00,2,0,2,0,0,6,0,6,0,0,1719.60,354.60,89.96,2,1,1,0,0,0,200,200,194,200,3.0%,0.0%,
2023-04-03,1013,236,272,440,65,64504.29,3882.91,15146.67,42349.29,3125.42,6363.60,565.50,330.00,3738.00,1730.10,54,1429.69,3,0,3,0,3,9,0,9,0,3,2536.80,1136.80,481.7,3,2,2,0,0,0,200,200,191,197,4.5%,1.5%,
2023-04-04,1011,237,272,436,66,64188.62,3899.16,15146.67,41969.29,3173.50,8533.40,936.00,330.00,4593.00,2674.40,73,1920.40,2,0,2,0,2,11,0,11,0,5,2169.80,744.80,308.46,5,6,6,0,0,0,200,200,189,195,5.5%,2.5%,
2023-04-05,1012,237,272,435,68,64189.79,3899.16,15146.67,41874.29,3269.67,10463.70,1092.00,495.00,5733.00,3143.70,90,2338.79,2,0,2,0,1,13,0,13,0,6,1930.30,530.30,180.39,7,6,6,0,0,0,200,200,187,194,6.5%,3.0%,
2023-04-06,1015,238,273,432,72,64168.37,3915.41,15201.67,41589.29,3462.00,12904.10,1267.50,891.00,6778.00,3967.60,110,2917.98,6,0,4,2,1,19,0,17,2,7,2440.40,1135.40,353.34,8,9,9,0,0,0,200,200,181,193,9.5%,3.5%,
2023-04-07,1020,239,273,431,77,64330.04,3931.66,15201.67,41494.29,3702.42,15320.90,1423.50,1039.50,7633.00,5224.90,128,3667.27,6,0,5,1,1,25,0,22,3,8,2416.80,1466.80,627.8,9,10,10,0,0,0,200,200,175,192,12.5%,4.0%,
2023-04-08,1021,240,272,429,80,64245.54,3947.91,15146.67,41304.29,3846.67,17068.50,1618.50,1204.50,8374.00,5871.50,142,4101.44,3,0,3,0,1,28,0,25,3,9,1747.60,746.60,263.2,10,12,12,0,0,0,200,200,172,191,14.0%,4.5%,
2023-04-09,1021,240,271,428,82,64191.70,3947.91,15091.67,41209.29,3942.83,18652.80,1618.50,1369.50,9419.00,6245.80,156,4424.22,2,0,2,0,0,30,0,27,3,9,1584.30,374.30,109.07,10,14,13,0,1,0,200,200,170,191,15.0%,4.5%,
2023-04-10,1023,242,271,426,84,64130.37,3980.41,15091.67,41019.29,4039.00,20446.60,1989.00,1369.50,10468.00,6620.10,171,4870.20,2,0,2,0,2,32,0,29,3,11,1793.80,744.80,308.46,10,16,15,0,1,0,200,200,168,189,16.0%,5.5%,
2023-10-22,1024,242,271,426,85,64178.45,3980.41,15091.67,41019.29,4087.08,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,200,200,200,200,0.0%,0.0%,0.00
